PortOfEntryDistrict,CountryOfOrigin,ProductCode,DateDiff,Status,Product,SubIndustry,UseCase,ProductState,Source,SeafoodCategory,OriginCity,OriginContinent,SecondaryProcessingOriginCity,ProductType,VesselCheck,StorageCondition,IsSafe
Division of Northern Border Imports,Canada,16AGT48,0,Passed,WHITE FISH,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFC25,0,Passed,PIKE,Fish,Paper,"Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT03,0,Passed,BASS,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT25,0,Passed,PIKE,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFT06,0,Passed,BLUE PIKE,Fish,Paper,Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFC48,-1,Passed,WHITE FISH,Fish,Paper,"Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFT26,0,Passed,PERCH,Fish,Paper,Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFT26,0,Passed,PERCH,Fish,Paper,Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFC48,0,Passed,WHITE FISH,Fish,Paper,"Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT26,0,Passed,PERCH,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT25,0,Passed,PIKE,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT26,0,Passed,PERCH,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT48,0,Passed,WHITE FISH,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT25,0,Passed,PIKE,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AVT48,0,Passed,WHITE FISH,Fish,Vacuum or Modified Atmosphere Packaging,Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFC25,0,Passed,PIKE,Fish,Paper,"Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT25,0,Passed,PIKE,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT25,0,Passed,PIKE,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFT48,0,Passed,WHITE FISH,Fish,Paper,Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFC25,0,Passed,PIKE,Fish,Paper,"Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT26,0,Passed,PERCH,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AVT48,0,Passed,WHITE FISH,Fish,Vacuum or Modified Atmosphere Packaging,Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AVT48,0,Passed,WHITE FISH,Fish,Vacuum or Modified Atmosphere Packaging,Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT25,-1,Passed,PIKE,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFT25,0,Passed,PIKE,Fish,Paper,Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGC09,0,Passed,CARP,Fish,"Plastic, Synth","Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFT26,0,Passed,PERCH,Fish,Paper,Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFC25,0,Passed,PIKE,Fish,Paper,"Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGD36,1,Passed,SMELT,Fish,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFT26,0,Passed,PERCH,Fish,Paper,Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFC03,0,Passed,BASS,Fish,Paper,"Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFC25,0,Passed,PIKE,Fish,Paper,"Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGD48,0,Passed,WHITE FISH,Fish,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFC48,0,Passed,WHITE FISH,Fish,Paper,"Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFC44,0,Passed,TROUT,Fish,Paper,"Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT48,-2,Passed,WHITE FISH,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT26,0,Passed,PERCH,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFT26,0,Passed,PERCH,Fish,Paper,Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFC44,0,Passed,TROUT,Fish,Paper,"Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFT06,0,Passed,BLUE PIKE,Fish,Paper,Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFC03,0,Passed,BASS,Fish,Paper,"Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFC48,0,Passed,WHITE FISH,Fish,Paper,"Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFT26,0,Passed,PERCH,Fish,Paper,Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT26,-1,Passed,PERCH,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT26,0,Passed,PERCH,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT25,0,Passed,PIKE,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT25,0,Passed,PIKE,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT25,0,Passed,PIKE,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT26,0,Passed,PERCH,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT25,0,Passed,PIKE,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT25,0,Passed,PIKE,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFC48,1,Passed,WHITE FISH,Fish,Paper,"Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT25,0,Passed,PIKE,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT03,0,Passed,BASS,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT25,0,Passed,PIKE,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFC48,0,Passed,WHITE FISH,Fish,Paper,"Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFT06,0,Passed,BLUE PIKE,Fish,Paper,Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFC48,0,Passed,WHITE FISH,Fish,Paper,"Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFC25,0,Passed,PIKE,Fish,Paper,"Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT99,0,Passed,FISH,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFC25,0,Passed,PIKE,Fish,Paper,"Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFT06,0,Passed,BLUE PIKE,Fish,Paper,Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT25,0,Passed,PIKE,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFT06,0,Passed,BLUE PIKE,Fish,Paper,Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT25,0,Passed,PIKE,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFT48,1,Passed,WHITE FISH,Fish,Paper,Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGD36,0,Passed,SMELT,Fish,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFC04,0,Passed,BASS,Fish,Paper,"Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT25,0,Passed,PIKE,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFC03,0,Passed,BASS,Fish,Paper,"Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT25,0,Passed,PIKE,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT26,0,Passed,PERCH,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT26,0,Passed,PERCH,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT25,0,Passed,PIKE,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT26,0,Passed,PERCH,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT26,0,Passed,PERCH,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT25,0,Passed,PIKE,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16BGT36,0,Passed,SMELT,"Fish,Breaded","Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFC25,0,Passed,PIKE,Fish,Paper,"Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFT26,0,Passed,PERCH,Fish,Paper,Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGC06,0,Passed,BLUE PIKE,Fish,"Plastic, Synth","Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16YGD04,0,Passed,FISH,"Fishery Prod,n.e.c.","Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFC48,0,Passed,WHITE FISH,Fish,Paper,"Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFC48,0,Passed,WHITE FISH,Fish,Paper,"Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFT26,0,Passed,PERCH,Fish,Paper,Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFC48,0,Passed,WHITE FISH,Fish,Paper,"Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFT06,0,Passed,BLUE PIKE,Fish,Paper,Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFC48,0,Passed,WHITE FISH,Fish,Paper,"Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFT06,0,Passed,BLUE PIKE,Fish,Paper,Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT26,0,Passed,PERCH,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFT03,0,Passed,BASS,Fish,Paper,Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFC26,0,Passed,PERCH,Fish,Paper,"Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT25,0,Passed,PIKE,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16BGT36,0,Passed,SMELT,"Fish,Breaded","Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT25,0,Passed,PIKE,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AGT48,0,Passed,WHITE FISH,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFC25,-5,Passed,PIKE,Fish,Paper,"Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
Division of Northern Border Imports,Canada,16AFT26,0,Passed,PERCH,Fish,Paper,Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,YES,Frozen,No
